base_run_id,attack_dataset_id,attack_type,attacker_ratio,num_attackers,overlay_rows,synthetic_rows,attack_start_time,output
run_001005,run_001005__pseudonym_abuse_20,pseudonym_abuse,0.2,,50865,0,120.0,dataset/overlays/run_001005/pseudonym_abuse_20/attack_overlay.csv
run_001005,run_001005__pseudonym_abuse_30,pseudonym_abuse,0.3,,77355,0,120.0,dataset/overlays/run_001005/pseudonym_abuse_30/attack_overlay.csv
run_001005,run_001005__pseudonym_abuse_5,pseudonym_abuse,0.05,,15136,0,120.0,dataset/overlays/run_001005/pseudonym_abuse_5/attack_overlay.csv
run_001005,run_001005__random_position_10,random_position,0.1,,27436,0,120.0,dataset/overlays/run_001005/random_position_10/attack_overlay.csv
run_001005,run_001005__random_position_20,random_position,0.2,,55507,0,120.0,dataset/overlays/run_001005/random_position_20/attack_overlay.csv
run_001005,run_001005__random_position_30,random_position,0.3,,67170,0,120.0,dataset/overlays/run_001005/random_position_30/attack_overlay.csv
run_001005,run_001005__random_position_5,random_position,0.05,,10397,0,120.0,dataset/overlays/run_001005/random_position_5/attack_overlay.csv
run_001005,run_001005__replay_10,replay,0.1,,26854,0,120.0,dataset/overlays/run_001005/replay_10/attack_overlay.csv
run_001005,run_001005__replay_20,replay,0.2,,50056,0,120.0,dataset/overlays/run_001005/replay_20/attack_overlay.csv
run_001005,run_001005__replay_30,replay,0.3,,72090,0,120.0,dataset/overlays/run_001005/replay_30/attack_overlay.csv
run_001005,run_001005__replay_5,replay,0.05,,15308,0,120.0,dataset/overlays/run_001005/replay_5/attack_overlay.csv
run_001005,run_001005__speed_manipulation_10,speed_manipulation,0.1,,24209,0,120.0,dataset/overlays/run_001005/speed_manipulation_10/attack_overlay.csv
run_001005,run_001005__speed_manipulation_20,speed_manipulation,0.2,,40923,0,120.0,dataset/overlays/run_001005/speed_manipulation_20/attack_overlay.csv
run_001005,run_001005__speed_manipulation_30,speed_manipulation,0.3,,69914,0,120.0,dataset/overlays/run_001005/speed_manipulation_30/attack_overlay.csv
run_001005,run_001005__speed_manipulation_5,speed_manipulation,0.05,,13744,0,120.0,dataset/overlays/run_001005/speed_manipulation_5/attack_overlay.csv
run_001005,run_001005__stale_message_replay_10,stale_message_replay,0.1,,23248,0,120.0,dataset/overlays/run_001005/stale_message_replay_10/attack_overlay.csv
run_001005,run_001005__stale_message_replay_20,stale_message_replay,0.2,,53203,0,120.0,dataset/overlays/run_001005/stale_message_replay_20/attack_overlay.csv
run_001005,run_001005__stale_message_replay_30,stale_message_replay,0.3,,70916,0,120.0,dataset/overlays/run_001005/stale_message_replay_30/attack_overlay.csv
run_001005,run_001005__stale_message_replay_5,stale_message_replay,0.05,,13687,0,120.0,dataset/overlays/run_001005/stale_message_replay_5/attack_overlay.csv
run_001005,run_001005__sybil_10,sybil,0.1,,20982,0,120.0,dataset/overlays/run_001005/sybil_10/attack_overlay.csv
run_001005,run_001005__sybil_20,sybil,0.2,,46947,0,120.0,dataset/overlays/run_001005/sybil_20/attack_overlay.csv
run_001005,run_001005__sybil_30,sybil,0.3,,74700,0,120.0,dataset/overlays/run_001005/sybil_30/attack_overlay.csv
run_001005,run_001005__sybil_5,sybil,0.05,,10068,0,120.0,dataset/overlays/run_001005/sybil_5/attack_overlay.csv
run_001005,run_001005__timestamp_shift_10,timestamp_shift,0.1,,21453,0,120.0,dataset/overlays/run_001005/timestamp_shift_10/attack_overlay.csv
run_001005,run_001005__timestamp_shift_20,timestamp_shift,0.2,,48918,0,120.0,dataset/overlays/run_001005/timestamp_shift_20/attack_overlay.csv
run_001005,run_001005__timestamp_shift_30,timestamp_shift,0.3,,64284,0,120.0,dataset/overlays/run_001005/timestamp_shift_30/attack_overlay.csv
run_001005,run_001005__timestamp_shift_5,timestamp_shift,0.05,,10874,0,120.0,dataset/overlays/run_001005/timestamp_shift_5/attack_overlay.csv
run_001006,run_001006__acceleration_manipulation_10,acceleration_manipulation,0.1,,80270,0,120.0,dataset/overlays/run_001006/acceleration_manipulation_10/attack_overlay.csv
run_001006,run_001006__acceleration_manipulation_5,acceleration_manipulation,0.05,,39148,0,120.0,dataset/overlays/run_001006/acceleration_manipulation_5/attack_overlay.csv
run_001006,run_001006__beacon_rate_abuse_10,beacon_rate_abuse,0.1,,144918,72459,120.0,dataset/overlays/run_001006/beacon_rate_abuse_10/attack_overlay.csv
run_001006,run_001006__beacon_rate_abuse_5,beacon_rate_abuse,0.05,,89880,44940,120.0,dataset/overlays/run_001006/beacon_rate_abuse_5/attack_overlay.csv
run_001006,run_001006__constant_position_10,constant_position,0.1,,80201,0,120.0,dataset/overlays/run_001006/constant_position_10/attack_overlay.csv
run_001006,run_001006__constant_position_5,constant_position,0.05,,36197,0,120.0,dataset/overlays/run_001006/constant_position_5/attack_overlay.csv
run_001006,run_001006__delayed_message_10,delayed_message,0.1,,77009,0,120.0,dataset/overlays/run_001006/delayed_message_10/attack_overlay.csv
run_001006,run_001006__delayed_message_5,delayed_message,0.05,,38595,0,120.0,dataset/overlays/run_001006/delayed_message_5/attack_overlay.csv
run_001006,run_001006__eventual_stop_10,eventual_stop,0.1,,86762,0,120.0,dataset/overlays/run_001006/eventual_stop_10/attack_overlay.csv
run_001006,run_001006__eventual_stop_5,eventual_stop,0.05,,37261,0,120.0,dataset/overlays/run_001006/eventual_stop_5/attack_overlay.csv
run_001006,run_001006__false_brake_event_10,false_brake_event,0.1,,78108,0,120.0,dataset/overlays/run_001006/false_brake_event_10/attack_overlay.csv
run_001006,run_001006__false_brake_event_5,false_brake_event,0.05,,39437,0,120.0,dataset/overlays/run_001006/false_brake_event_5/attack_overlay.csv
run_001006,run_001006__false_emergency_vehicle_10,false_emergency_vehicle,0.1,,85391,0,120.0,dataset/overlays/run_001006/false_emergency_vehicle_10/attack_overlay.csv
run_001006,run_001006__false_emergency_vehicle_5,false_emergency_vehicle,0.05,,46101,0,120.0,dataset/overlays/run_001006/false_emergency_vehicle_5/attack_overlay.csv
run_001006,run_001006__false_hazard_event_10,false_hazard_event,0.1,,75396,0,120.0,dataset/overlays/run_001006/false_hazard_event_10/attack_overlay.csv
run_001006,run_001006__false_hazard_event_5,false_hazard_event,0.05,,41532,0,120.0,dataset/overlays/run_001006/false_hazard_event_5/attack_overlay.csv
run_001006,run_001006__false_object_injection_10,false_object_injection,0.1,,83377,0,120.0,dataset/overlays/run_001006/false_object_injection_10/attack_overlay.csv
run_001006,run_001006__false_object_injection_5,false_object_injection,0.05,,39385,0,120.0,dataset/overlays/run_001006/false_object_injection_5/attack_overlay.csv
run_001006,run_001006__flooding_ddos_10,flooding_ddos,0.1,,419615,335692,120.0,dataset/overlays/run_001006/flooding_ddos_10/attack_overlay.csv
run_001006,run_001006__flooding_ddos_5,flooding_ddos,0.05,,216555,173244,120.0,dataset/overlays/run_001006/flooding_ddos_5/attack_overlay.csv
run_001006,run_001006__ghost_vehicle_10,ghost_vehicle,0.1,,150640,75320,120.0,dataset/overlays/run_001006/ghost_vehicle_10/attack_overlay.csv
run_001006,run_001006__ghost_vehicle_5,ghost_vehicle,0.05,,79162,39581,120.0,dataset/overlays/run_001006/ghost_vehicle_5/attack_overlay.csv
run_001006,run_001006__gnss_spoofing_10,gnss_spoofing,0.1,,76298,0,120.0,dataset/overlays/run_001006/gnss_spoofing_10/attack_overlay.csv
run_001006,run_001006__gnss_spoofing_5,gnss_spoofing,0.05,,38594,0,120.0,dataset/overlays/run_001006/gnss_spoofing_5/attack_overlay.csv
run_001006,run_001006__heading_manipulation_10,heading_manipulation,0.1,,78020,0,120.0,dataset/overlays/run_001006/heading_manipulation_10/attack_overlay.csv
run_001006,run_001006__heading_manipulation_5,heading_manipulation,0.05,,47528,0,120.0,dataset/overlays/run_001006/heading_manipulation_5/attack_overlay.csv
run_001006,run_001006__impersonation_10,impersonation,0.1,,83956,0,120.0,dataset/overlays/run_001006/impersonation_10/attack_overlay.csv
run_001006,run_001006__impersonation_5,impersonation,0.05,,39017,0,120.0,dataset/overlays/run_001006/impersonation_5/attack_overlay.csv
run_001006,run_001006__impossible_kinematics_10,impossible_kinematics,0.1,,82391,0,120.0,dataset/overlays/run_001006/impossible_kinematics_10/attack_overlay.csv
run_001006,run_001006__impossible_kinematics_5,impossible_kinematics,0.05,,38576,0,120.0,dataset/overlays/run_001006/impossible_kinematics_5/attack_overlay.csv
run_001006,run_001006__lane_spoofing_10,lane_spoofing,0.1,,77016,0,120.0,dataset/overlays/run_001006/lane_spoofing_10/attack_overlay.csv
run_001006,run_001006__lane_spoofing_5,lane_spoofing,0.05,,43046,0,120.0,dataset/overlays/run_001006/lane_spoofing_5/attack_overlay.csv
run_001006,run_001006__map_location_spoofing_10,map_location_spoofing,0.1,,86430,0,120.0,dataset/overlays/run_001006/map_location_spoofing_10/attack_overlay.csv
run_001006,run_001006__map_location_spoofing_5,map_location_spoofing,0.05,,35429,0,120.0,dataset/overlays/run_001006/map_location_spoofing_5/attack_overlay.csv
run_001006,run_001006__object_position_shift_10,object_position_shift,0.1,,81440,0,120.0,dataset/overlays/run_001006/object_position_shift_10/attack_overlay.csv
run_001006,run_001006__object_position_shift_5,object_position_shift,0.05,,42225,0,120.0,dataset/overlays/run_001006/object_position_shift_5/attack_overlay.csv
run_001006,run_001006__position_offset_10,position_offset,0.1,,72920,0,120.0,dataset/overlays/run_001006/position_offset_10/attack_overlay.csv
run_001006,run_001006__position_offset_5,position_offset,0.05,,38058,0,120.0,dataset/overlays/run_001006/position_offset_5/attack_overlay.csv
run_001006,run_001006__pseudonym_abuse_10,pseudonym_abuse,0.1,,83633,0,120.0,dataset/overlays/run_001006/pseudonym_abuse_10/attack_overlay.csv
run_001006,run_001006__pseudonym_abuse_5,pseudonym_abuse,0.05,,38225,0,120.0,dataset/overlays/run_001006/pseudonym_abuse_5/attack_overlay.csv
run_001006,run_001006__random_position_10,random_position,0.1,,84859,0,120.0,dataset/overlays/run_001006/random_position_10/attack_overlay.csv
run_001006,run_001006__random_position_5,random_position,0.05,,47701,0,120.0,dataset/overlays/run_001006/random_position_5/attack_overlay.csv
run_001006,run_001006__replay_10,replay,0.1,,82575,0,120.0,dataset/overlays/run_001006/replay_10/attack_overlay.csv
run_001006,run_001006__replay_5,replay,0.05,,41406,0,120.0,dataset/overlays/run_001006/replay_5/attack_overlay.csv
run_001006,run_001006__speed_manipulation_10,speed_manipulation,0.1,,85627,0,120.0,dataset/overlays/run_001006/speed_manipulation_10/attack_overlay.csv
run_001006,run_001006__speed_manipulation_5,speed_manipulation,0.05,,42022,0,120.0,dataset/overlays/run_001006/speed_manipulation_5/attack_overlay.csv
run_001006,run_001006__stale_message_replay_10,stale_message_replay,0.1,,81056,0,120.0,dataset/overlays/run_001006/stale_message_replay_10/attack_overlay.csv
run_001006,run_001006__stale_message_replay_5,stale_message_replay,0.05,,39643,0,120.0,dataset/overlays/run_001006/stale_message_replay_5/attack_overlay.csv
run_001006,run_001006__sybil_10,sybil,0.1,,86482,0,120.0,dataset/overlays/run_001006/sybil_10/attack_overlay.csv
run_001006,run_001006__sybil_5,sybil,0.05,,43698,0,120.0,dataset/overlays/run_001006/sybil_5/attack_overlay.csv
run_001006,run_001006__timestamp_shift_10,timestamp_shift,0.1,,78558,0,120.0,dataset/overlays/run_001006/timestamp_shift_10/attack_overlay.csv
run_001006,run_001006__timestamp_shift_5,timestamp_shift,0.05,,44197,0,120.0,dataset/overlays/run_001006/timestamp_shift_5/attack_overlay.csv
run_001007,run_001007__acceleration_manipulation_10,acceleration_manipulation,0.1,,77336,0,120.0,dataset/overlays/run_001007/acceleration_manipulation_10/attack_overlay.csv
run_001007,run_001007__acceleration_manipulation_5,acceleration_manipulation,0.05,,43942,0,120.0,dataset/overlays/run_001007/acceleration_manipulation_5/attack_overlay.csv
run_001007,run_001007__beacon_rate_abuse_10,beacon_rate_abuse,0.1,,163082,81541,120.0,dataset/overlays/run_001007/beacon_rate_abuse_10/attack_overlay.csv
run_001007,run_001007__beacon_rate_abuse_5,beacon_rate_abuse,0.05,,83658,41829,120.0,dataset/overlays/run_001007/beacon_rate_abuse_5/attack_overlay.csv
run_001007,run_001007__constant_position_10,constant_position,0.1,,80197,0,120.0,dataset/overlays/run_001007/constant_position_10/attack_overlay.csv
run_001007,run_001007__constant_position_5,constant_position,0.05,,39630,0,120.0,dataset/overlays/run_001007/constant_position_5/attack_overlay.csv
run_001007,run_001007__delayed_message_10,delayed_message,0.1,,76881,0,120.0,dataset/overlays/run_001007/delayed_message_10/attack_overlay.csv
run_001007,run_001007__delayed_message_5,delayed_message,0.05,,29256,0,120.0,dataset/overlays/run_001007/delayed_message_5/attack_overlay.csv
run_001007,run_001007__eventual_stop_10,eventual_stop,0.1,,76075,0,120.0,dataset/overlays/run_001007/eventual_stop_10/attack_overlay.csv
run_001007,run_001007__eventual_stop_5,eventual_stop,0.05,,40515,0,120.0,dataset/overlays/run_001007/eventual_stop_5/attack_overlay.csv
run_001007,run_001007__false_brake_event_10,false_brake_event,0.1,,78672,0,120.0,dataset/overlays/run_001007/false_brake_event_10/attack_overlay.csv
run_001007,run_001007__false_brake_event_5,false_brake_event,0.05,,37895,0,120.0,dataset/overlays/run_001007/false_brake_event_5/attack_overlay.csv
run_001007,run_001007__false_emergency_vehicle_10,false_emergency_vehicle,0.1,,71818,0,120.0,dataset/overlays/run_001007/false_emergency_vehicle_10/attack_overlay.csv
run_001007,run_001007__false_emergency_vehicle_5,false_emergency_vehicle,0.05,,38317,0,120.0,dataset/overlays/run_001007/false_emergency_vehicle_5/attack_overlay.csv
run_001007,run_001007__false_hazard_event_10,false_hazard_event,0.1,,71432,0,120.0,dataset/overlays/run_001007/false_hazard_event_10/attack_overlay.csv
run_001007,run_001007__false_hazard_event_5,false_hazard_event,0.05,,39393,0,120.0,dataset/overlays/run_001007/false_hazard_event_5/attack_overlay.csv
run_001007,run_001007__false_object_injection_10,false_object_injection,0.1,,76214,0,120.0,dataset/overlays/run_001007/false_object_injection_10/attack_overlay.csv
run_001007,run_001007__false_object_injection_5,false_object_injection,0.05,,45099,0,120.0,dataset/overlays/run_001007/false_object_injection_5/attack_overlay.csv
run_001007,run_001007__flooding_ddos_10,flooding_ddos,0.1,,421690,337352,120.0,dataset/overlays/run_001007/flooding_ddos_10/attack_overlay.csv
run_001007,run_001007__flooding_ddos_5,flooding_ddos,0.05,,182525,146020,120.0,dataset/overlays/run_001007/flooding_ddos_5/attack_overlay.csv
run_001007,run_001007__ghost_vehicle_10,ghost_vehicle,0.1,,168166,84083,120.0,dataset/overlays/run_001007/ghost_vehicle_10/attack_overlay.csv
run_001007,run_001007__ghost_vehicle_5,ghost_vehicle,0.05,,64818,32409,120.0,dataset/overlays/run_001007/ghost_vehicle_5/attack_overlay.csv
run_001007,run_001007__gnss_spoofing_10,gnss_spoofing,0.1,,73525,0,120.0,dataset/overlays/run_001007/gnss_spoofing_10/attack_overlay.csv
run_001007,run_001007__gnss_spoofing_5,gnss_spoofing,0.05,,47428,0,120.0,dataset/overlays/run_001007/gnss_spoofing_5/attack_overlay.csv
run_001007,run_001007__heading_manipulation_10,heading_manipulation,0.1,,80909,0,120.0,dataset/overlays/run_001007/heading_manipulation_10/attack_overlay.csv
run_001007,run_001007__heading_manipulation_5,heading_manipulation,0.05,,42113,0,120.0,dataset/overlays/run_001007/heading_manipulation_5/attack_overlay.csv
run_001007,run_001007__impersonation_10,impersonation,0.1,,87527,0,120.0,dataset/overlays/run_001007/impersonation_10/attack_overlay.csv
run_001007,run_001007__impersonation_5,impersonation,0.05,,39653,0,120.0,dataset/overlays/run_001007/impersonation_5/attack_overlay.csv
run_001007,run_001007__impossible_kinematics_10,impossible_kinematics,0.1,,74799,0,120.0,dataset/overlays/run_001007/impossible_kinematics_10/attack_overlay.csv
run_001007,run_001007__impossible_kinematics_5,impossible_kinematics,0.05,,39347,0,120.0,dataset/overlays/run_001007/impossible_kinematics_5/attack_overlay.csv
run_001007,run_001007__lane_spoofing_10,lane_spoofing,0.1,,87742,0,120.0,dataset/overlays/run_001007/lane_spoofing_10/attack_overlay.csv
run_001007,run_001007__lane_spoofing_5,lane_spoofing,0.05,,43850,0,120.0,dataset/overlays/run_001007/lane_spoofing_5/attack_overlay.csv
run_001007,run_001007__map_location_spoofing_10,map_location_spoofing,0.1,,81347,0,120.0,dataset/overlays/run_001007/map_location_spoofing_10/attack_overlay.csv
run_001007,run_001007__map_location_spoofing_5,map_location_spoofing,0.05,,36234,0,120.0,dataset/overlays/run_001007/map_location_spoofing_5/attack_overlay.csv
run_001007,run_001007__object_position_shift_10,object_position_shift,0.1,,80943,0,120.0,dataset/overlays/run_001007/object_position_shift_10/attack_overlay.csv
run_001007,run_001007__object_position_shift_5,object_position_shift,0.05,,37801,0,120.0,dataset/overlays/run_001007/object_position_shift_5/attack_overlay.csv
run_001007,run_001007__position_offset_10,position_offset,0.1,,75392,0,120.0,dataset/overlays/run_001007/position_offset_10/attack_overlay.csv
run_001007,run_001007__position_offset_5,position_offset,0.05,,36743,0,120.0,dataset/overlays/run_001007/position_offset_5/attack_overlay.csv
run_001007,run_001007__pseudonym_abuse_10,pseudonym_abuse,0.1,,80246,0,120.0,dataset/overlays/run_001007/pseudonym_abuse_10/attack_overlay.csv
run_001007,run_001007__pseudonym_abuse_5,pseudonym_abuse,0.05,,42099,0,120.0,dataset/overlays/run_001007/pseudonym_abuse_5/attack_overlay.csv
run_001007,run_001007__random_position_10,random_position,0.1,,86413,0,120.0,dataset/overlays/run_001007/random_position_10/attack_overlay.csv
run_001007,run_001007__random_position_5,random_position,0.05,,43843,0,120.0,dataset/overlays/run_001007/random_position_5/attack_overlay.csv
run_001007,run_001007__replay_10,replay,0.1,,79333,0,120.0,dataset/overlays/run_001007/replay_10/attack_overlay.csv
run_001007,run_001007__replay_5,replay,0.05,,39099,0,120.0,dataset/overlays/run_001007/replay_5/attack_overlay.csv
run_001007,run_001007__speed_manipulation_10,speed_manipulation,0.1,,76442,0,120.0,dataset/overlays/run_001007/speed_manipulation_10/attack_overlay.csv
run_001007,run_001007__speed_manipulation_5,speed_manipulation,0.05,,36192,0,120.0,dataset/overlays/run_001007/speed_manipulation_5/attack_overlay.csv
run_001007,run_001007__stale_message_replay_10,stale_message_replay,0.1,,79865,0,120.0,dataset/overlays/run_001007/stale_message_replay_10/attack_overlay.csv
run_001007,run_001007__stale_message_replay_5,stale_message_replay,0.05,,42446,0,120.0,dataset/overlays/run_001007/stale_message_replay_5/attack_overlay.csv
run_001007,run_001007__sybil_10,sybil,0.1,,80360,0,120.0,dataset/overlays/run_001007/sybil_10/attack_overlay.csv
run_001007,run_001007__sybil_5,sybil,0.05,,34913,0,120.0,dataset/overlays/run_001007/sybil_5/attack_overlay.csv
run_001007,run_001007__timestamp_shift_10,timestamp_shift,0.1,,80836,0,120.0,dataset/overlays/run_001007/timestamp_shift_10/attack_overlay.csv
run_001007,run_001007__timestamp_shift_5,timestamp_shift,0.05,,40222,0,120.0,dataset/overlays/run_001007/timestamp_shift_5/attack_overlay.csv
run_001008,run_001008__acceleration_manipulation_10,acceleration_manipulation,0.1,,82237,0,120.0,dataset/overlays/run_001008/acceleration_manipulation_10/attack_overlay.csv
run_001008,run_001008__acceleration_manipulation_5,acceleration_manipulation,0.05,,46928,0,120.0,dataset/overlays/run_001008/acceleration_manipulation_5/attack_overlay.csv
run_001008,run_001008__beacon_rate_abuse_10,beacon_rate_abuse,0.1,,166076,83038,120.0,dataset/overlays/run_001008/beacon_rate_abuse_10/attack_overlay.csv
run_001008,run_001008__beacon_rate_abuse_5,beacon_rate_abuse,0.05,,74980,37490,120.0,dataset/overlays/run_001008/beacon_rate_abuse_5/attack_overlay.csv
run_001008,run_001008__constant_position_10,constant_position,0.1,,82102,0,120.0,dataset/overlays/run_001008/constant_position_10/attack_overlay.csv
run_001008,run_001008__constant_position_5,constant_position,0.05,,38489,0,120.0,dataset/overlays/run_001008/constant_position_5/attack_overlay.csv
run_001008,run_001008__delayed_message_10,delayed_message,0.1,,83985,0,120.0,dataset/overlays/run_001008/delayed_message_10/attack_overlay.csv
run_001008,run_001008__delayed_message_5,delayed_message,0.05,,38569,0,120.0,dataset/overlays/run_001008/delayed_message_5/attack_overlay.csv
run_001008,run_001008__eventual_stop_10,eventual_stop,0.1,,77743,0,120.0,dataset/overlays/run_001008/eventual_stop_10/attack_overlay.csv
run_001008,run_001008__eventual_stop_5,eventual_stop,0.05,,38584,0,120.0,dataset/overlays/run_001008/eventual_stop_5/attack_overlay.csv
run_001008,run_001008__false_brake_event_10,false_brake_event,0.1,,88434,0,120.0,dataset/overlays/run_001008/false_brake_event_10/attack_overlay.csv
run_001008,run_001008__false_brake_event_5,false_brake_event,0.05,,40553,0,120.0,dataset/overlays/run_001008/false_brake_event_5/attack_overlay.csv
run_001008,run_001008__false_emergency_vehicle_10,false_emergency_vehicle,0.1,,79796,0,120.0,dataset/overlays/run_001008/false_emergency_vehicle_10/attack_overlay.csv
run_001008,run_001008__false_emergency_vehicle_5,false_emergency_vehicle,0.05,,40228,0,120.0,dataset/overlays/run_001008/false_emergency_vehicle_5/attack_overlay.csv
run_001008,run_001008__false_hazard_event_10,false_hazard_event,0.1,,87083,0,120.0,dataset/overlays/run_001008/false_hazard_event_10/attack_overlay.csv
run_001008,run_001008__false_hazard_event_5,false_hazard_event,0.05,,34288,0,120.0,dataset/overlays/run_001008/false_hazard_event_5/attack_overlay.csv
run_001008,run_001008__false_object_injection_10,false_object_injection,0.1,,82534,0,120.0,dataset/overlays/run_001008/false_object_injection_10/attack_overlay.csv
run_001008,run_001008__false_object_injection_5,false_object_injection,0.05,,42444,0,120.0,dataset/overlays/run_001008/false_object_injection_5/attack_overlay.csv
run_001008,run_001008__flooding_ddos_10,flooding_ddos,0.1,,382225,305780,120.0,dataset/overlays/run_001008/flooding_ddos_10/attack_overlay.csv
run_001008,run_001008__flooding_ddos_5,flooding_ddos,0.05,,170280,136224,120.0,dataset/overlays/run_001008/flooding_ddos_5/attack_overlay.csv
run_001008,run_001008__ghost_vehicle_10,ghost_vehicle,0.1,,168542,84271,120.0,dataset/overlays/run_001008/ghost_vehicle_10/attack_overlay.csv
run_001008,run_001008__ghost_vehicle_5,ghost_vehicle,0.05,,78798,39399,120.0,dataset/overlays/run_001008/ghost_vehicle_5/attack_overlay.csv
run_001008,run_001008__gnss_spoofing_10,gnss_spoofing,0.1,,79728,0,120.0,dataset/overlays/run_001008/gnss_spoofing_10/attack_overlay.csv
run_001008,run_001008__gnss_spoofing_5,gnss_spoofing,0.05,,39780,0,120.0,dataset/overlays/run_001008/gnss_spoofing_5/attack_overlay.csv
run_001008,run_001008__heading_manipulation_10,heading_manipulation,0.1,,73316,0,120.0,dataset/overlays/run_001008/heading_manipulation_10/attack_overlay.csv
run_001008,run_001008__heading_manipulation_5,heading_manipulation,0.05,,46840,0,120.0,dataset/overlays/run_001008/heading_manipulation_5/attack_overlay.csv
run_001008,run_001008__impersonation_10,impersonation,0.1,,82429,0,120.0,dataset/overlays/run_001008/impersonation_10/attack_overlay.csv
run_001008,run_001008__impersonation_5,impersonation,0.05,,34763,0,120.0,dataset/overlays/run_001008/impersonation_5/attack_overlay.csv
run_001008,run_001008__impossible_kinematics_10,impossible_kinematics,0.1,,78828,0,120.0,dataset/overlays/run_001008/impossible_kinematics_10/attack_overlay.csv
run_001008,run_001008__impossible_kinematics_5,impossible_kinematics,0.05,,36086,0,120.0,dataset/overlays/run_001008/impossible_kinematics_5/attack_overlay.csv
run_001008,run_001008__lane_spoofing_10,lane_spoofing,0.1,,84804,0,120.0,dataset/overlays/run_001008/lane_spoofing_10/attack_overlay.csv
run_001008,run_001008__lane_spoofing_5,lane_spoofing,0.05,,41446,0,120.0,dataset/overlays/run_001008/lane_spoofing_5/attack_overlay.csv
run_001008,run_001008__map_location_spoofing_10,map_location_spoofing,0.1,,75552,0,120.0,dataset/overlays/run_001008/map_location_spoofing_10/attack_overlay.csv
run_001008,run_001008__map_location_spoofing_5,map_location_spoofing,0.05,,42664,0,120.0,dataset/overlays/run_001008/map_location_spoofing_5/attack_overlay.csv
run_001008,run_001008__object_position_shift_10,object_position_shift,0.1,,82084,0,120.0,dataset/overlays/run_001008/object_position_shift_10/attack_overlay.csv
run_001008,run_001008__object_position_shift_5,object_position_shift,0.05,,37715,0,120.0,dataset/overlays/run_001008/object_position_shift_5/attack_overlay.csv
run_001008,run_001008__position_offset_10,position_offset,0.1,,75462,0,120.0,dataset/overlays/run_001008/position_offset_10/attack_overlay.csv
run_001008,run_001008__position_offset_5,position_offset,0.05,,41087,0,120.0,dataset/overlays/run_001008/position_offset_5/attack_overlay.csv
run_001008,run_001008__pseudonym_abuse_10,pseudonym_abuse,0.1,,79003,0,120.0,dataset/overlays/run_001008/pseudonym_abuse_10/attack_overlay.csv
run_001008,run_001008__pseudonym_abuse_5,pseudonym_abuse,0.05,,44401,0,120.0,dataset/overlays/run_001008/pseudonym_abuse_5/attack_overlay.csv
run_001008,run_001008__random_position_10,random_position,0.1,,81656,0,120.0,dataset/overlays/run_001008/random_position_10/attack_overlay.csv
run_001008,run_001008__random_position_5,random_position,0.05,,37579,0,120.0,dataset/overlays/run_001008/random_position_5/attack_overlay.csv
run_001008,run_001008__replay_10,replay,0.1,,72936,0,120.0,dataset/overlays/run_001008/replay_10/attack_overlay.csv
run_001008,run_001008__replay_5,replay,0.05,,42616,0,120.0,dataset/overlays/run_001008/replay_5/attack_overlay.csv
run_001008,run_001008__speed_manipulation_10,speed_manipulation,0.1,,75139,0,120.0,dataset/overlays/run_001008/speed_manipulation_10/attack_overlay.csv
run_001008,run_001008__speed_manipulation_5,speed_manipulation,0.05,,45046,0,120.0,dataset/overlays/run_001008/speed_manipulation_5/attack_overlay.csv
run_001008,run_001008__stale_message_replay_10,stale_message_replay,0.1,,79267,0,120.0,dataset/overlays/run_001008/stale_message_replay_10/attack_overlay.csv
run_001008,run_001008__stale_message_replay_5,stale_message_replay,0.05,,34955,0,120.0,dataset/overlays/run_001008/stale_message_replay_5/attack_overlay.csv
run_001008,run_001008__sybil_10,sybil,0.1,,85965,0,120.0,dataset/overlays/run_001008/sybil_10/attack_overlay.csv
run_001008,run_001008__sybil_5,sybil,0.05,,46900,0,120.0,dataset/overlays/run_001008/sybil_5/attack_overlay.csv
run_001008,run_001008__timestamp_shift_10,timestamp_shift,0.1,,76766,0,120.0,dataset/overlays/run_001008/timestamp_shift_10/attack_overlay.csv
run_001008,run_001008__timestamp_shift_5,timestamp_shift,0.05,,37160,0,120.0,dataset/overlays/run_001008/timestamp_shift_5/attack_overlay.csv
run_001009,run_001009__acceleration_manipulation_10,acceleration_manipulation,0.1,,75983,0,120.0,dataset/overlays/run_001009/acceleration_manipulation_10/attack_overlay.csv
run_001009,run_001009__acceleration_manipulation_5,acceleration_manipulation,0.05,,31772,0,120.0,dataset/overlays/run_001009/acceleration_manipulation_5/attack_overlay.csv
run_001009,run_001009__beacon_rate_abuse_10,beacon_rate_abuse,0.1,,156434,78217,120.0,dataset/overlays/run_001009/beacon_rate_abuse_10/attack_overlay.csv
run_001009,run_001009__beacon_rate_abuse_5,beacon_rate_abuse,0.05,,80174,40087,120.0,dataset/overlays/run_001009/beacon_rate_abuse_5/attack_overlay.csv
run_001009,run_001009__constant_position_10,constant_position,0.1,,77910,0,120.0,dataset/overlays/run_001009/constant_position_10/attack_overlay.csv
run_001009,run_001009__constant_position_5,constant_position,0.05,,38649,0,120.0,dataset/overlays/run_001009/constant_position_5/attack_overlay.csv
run_001009,run_001009__delayed_message_10,delayed_message,0.1,,85038,0,120.0,dataset/overlays/run_001009/delayed_message_10/attack_overlay.csv
